%_rural_population,country,date,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides
62.594999903,Bangladesh,01-01-2019,75.839287086,14.468771606,130170,2666,4.490263377,-1.016993523,0.139704749,92.2,26.37,,92645,212143.1483,1271.538926020,5.591996399,5.689532707,3.836152778,,,7.638638179,8.272315036,-0.753748298,0.218846276,,168,,58.07,27.76,,1.244100823,351238399005.451,-0.928613365,0.229520440,-0.644387662,0.151932344,-0.937222183,0.182888299,1.681388021,0.51866281,,,18.35,5.28,72.806,165516222,103604879,-0.741844893,0.123341985,
61.823000277,Bangladesh,01-01-2020,76.269493739,14.468771606,130170,2666,3.729971490,-1.003677249,0.142335027,96.2,27.96,,85493.1,206570.3527,1286.171552585,5.691074747,4.289204994,3.527705556,,,7.001536744,8.148320246,-0.779725730,0.239954218,0.464036435,,,61.802916667,32.87,,1.244689509,373902197869.16,-0.915807784,0.232469827,-0.567928970,0.148829639,-0.906213522,0.200522900,1.765280604,0.47426897,,,18.053,5.816,71.968,167420951,103504655,-0.769557953,0.127704129,
61.053999713,Bangladesh,01-01-2021,77.345010371,14.468771606,130170,,4.405979760,-0.985860944,0.154584214,98.991027832,,,,,1301.039033571,5.545654308,3.076215735,6.006444444,,,7.642363010,8.324251342,-0.655627787,0.243689030,,,,68.732916667,38.91744466,,1.196646986,416264800549.026,-1.036632776,0.216229737,-0.625113249,0.157077789,-0.846353292,0.191327646,1.831179976,,,,17.821,5.68,72.381,169356251,103398765,-0.774542570,0.127603799,
97.923016877,Burundi,01-01-1960,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,195999990,,,,,,,,,,,46.501,21.657,43.024,2746628,2689581,,,
97.884993175,Burundi,01-01-1961,61.331775701,,25680,1274,,,,,,,,,109.656230530,,,,,,,,,,,,,,,,,202999992,,,,,,,,,,,46.265,21.409,43.252,2815972,2756414,,,
97.845984516,Burundi,01-01-1962,61.915887850,,25680,1274,,,,,,,,,112.437616822,,,,,,,,,,,,,,,,3.943793911,213500006,,,,,,,,,,,46.522,21.2,43.441,2887398,2825203,,,
97.806984963,Burundi,01-01-1963,62.461059190,,25680,1274,,,,,,,,,114.802686916,,,,,,,,,,,,,,,,0.434782609,232749998,,,,,,,,,,,46.368,20.97,43.718,2948133,2883480,,,
97.766994228,Burundi,01-01-1964,62.5,,25680,1274,,,,,,,,,118.116082555,,,,,,,,,,,,,,,,0.445620494,260750008,,,,,,,,,,,46.25,20.737,43.974,3033221,2965489,,,
97.705999806,Burundi,01-01-1965,63.239875389,,25680,1274,,,,,,,,,121.422663551,,,,,,,,,,,,,,0,,1.352337005,158994962.962963,,,,,,,,,,,46.896,22.226,42.005,3118134,3046604,,,
97.605012623,Burundi,01-01-1966,63.123052960,,25680,1274,,,,,,,,,124.352725857,4.436860068,,,,,,,,,,,,,,,1.382287925,165444571.428571,,,,,,,,,,,46.85,21.133,43.531,3193378,3116897,,,
97.499002136,Burundi,01-01-1967,64.875389408,,25680,1274,,,,,,,,,127.511409657,-1.089324619,,,,,,,,,,,,,,,1.332606884,178297142.857143,,,,,,,,,,,47.124,21.296,43.341,3274493,3192598,,,
97.389002555,Burundi,01-01-1968,65.264797508,,25680,1274,,,,,,,,,130.545054517,6.057268722,,,,,,,,,,,,,,,1.414223331,183200000,,,,,,,,,,,47.192,21.318,43.378,3352397,3264866,,,
97.273998088,Burundi,01-01-1969,73.870716511,,25680,1274,,,,,,,,,133.350038941,4.023883697,,,,,,,,,,,,,,,1.754491378,190205714.285714,,,,,,,,,,,47.45,21.713,42.874,3424429,3331079,,,
97.155010787,Burundi,01-01-1970,73.208722741,,25680,1274,,,,,,,,,136.208489097,-0.199650611,,,,,,,,,,,,,0,,,242732571.428571,,,,,,,,,,,47.339,21.636,43.041,3497834,3398321,,,
97.030013372,Burundi,01-01-1971,73.948598131,,25680,1274,,,,,,,,,139.488707165,3.850962740,,,,,,,,,,,,,,,1.032408654,252842285.714286,,,,,,,,,,,47.455,21.692,42.965,3582070,3475683,,,
96.898995445,Burundi,01-01-1972,74.221183801,,25680,1274,,,,,,,,,139.376752336,3.828557669,,,,,,,,,,,,,,,1.458670989,246804571.428571,,,,,,,,,,,47.633,39.912,25.613,3579195,3468204,,,
96.764003416,Burundi,01-01-1973,77.881619938,,25680,1274,,,,,,,,,139.075155763,6.006493507,,,,,10.346908861,,,,,,,,,,1.946212277,304339839.552146,,,,,,,,,,,46.325,26.085,37.275,3571450,3455878,,,
96.623007668,Burundi,01-01-1974,79.049844237,,25680,1274,,,,,,,,,142.524610592,15.722307299,,,,,10.676915721,,,,,,,,,,2.225082751,345263492.063492,,,,,,,,,,,46.718,21.549,43.012,3660032,3536433,,,
96.475011416,Burundi,01-01-1975,80.218068536,,25680,1274,,,,,,,,,145.998130841,15.709874599,,,,,8.855990613,,,,,,,,0,,2.056807052,420986666.666667,,,,,,,,,,,47.371,21.573,42.982,3749232,3617072,,,
96.322002543,Burundi,01-01-1976,81.580996885,,25680,1274,,,,,,,,,149.177920561,6.856551574,,,,,11.368925110,,,,,,,,0,,2.223601200,448412753.623188,,,,,,,,,,,47.499,21.478,43.144,3830889,3689989,,,
96.161992021,Burundi,01-01-1977,83.450155763,,25680,1274,,,,,,,,,152.937227414,6.834514041,,,,,13.478576734,,,,,,,,0,,2.533381742,547535555.555556,,,,,,,,,,,47.728,21.197,43.513,3927428,3776693,,,
95.995009172,Burundi,01-01-1978,82.554517134,,25680,1274,,,,,,,,,157.297897196,23.895620647,-0.451262624,,,,14.965322476,,,,,,,,0,,2.796373652,610225555.555556,,,,,,,,,,,48.16,20.999,43.764,4039410,3877632,,,
95.822002849,Burundi,01-01-1979,81.775700935,,25680,1274,,,,,,,,,161.115147975,36.540756998,-11.203225510,,,,14.094486735,,,,,,,,0,,2.643715301,782496666.666667,,,,,,,2.803359985,,,,48.865,20.408,44.59,4137437,3964575,,,
95.660996922,Burundi,01-01-1980,81.308411215,,25680,1274,,,,,,,,,167.945249221,2.498519500,-3.766860947,,,,13.005071555,,,,,,,,0,,2.918803369,919726666.666667,,,,,,,,,,,48.896,19.821,45.406,4312834,4125700,,,
95.497003503,Burundi,01-01-1981,80.802180685,,25680,1274,,,,,,,,,174.873169782,12.167394349,19.229244787,,,,11.609348019,13.670938907,,,,,,,0,,3.030330243,969046666.666667,,,,,,,3.346760035,,,,50.47,19.091,46.393,4490743,4288525,,,
95.326003184,Burundi,01-01-1982,80.218068536,,25680,1274,,,,,,,,,179.216160436,5.868096357,5.988319670,,,,,,,,,,,,0,,3.507024890,1013222222.22222,,,,,,,,,,,49.673,18.467,47.29,4602271,4387161,,,
95.149990289,Burundi,01-01-1983,80.218068536,,25680,1274,,,,,,,,,184.053971963,8.151231356,5.234921701,,,,,,,,,,,,0,,3.104808926,1082926304.46477,,,,,,,,,,,49.495,17.82,48.051,4726506,4497270,,,
94.967007196,Burundi,01-01-1984,80.218068536,,25680,1274,,,,,,,,,188.561838006,14.316869788,-4.450063397,,,,,,,,,,,,0,,2.975400785,987143931.166987,,,,,,,,,,,48.763,17.373,48.491,4842268,4598557,,,
94.779006731,Burundi,01-01-1985,80.218068536,,25680,1274,8.911185266,,,,,,,,192.680062305,3.804286836,6.596780822,,,,,,,,,,,,0,,2.751172646,1149979285.77347,,,,,,,,,,,48.338,17.172,48.541,4948024,4689688,,,
94.583004245,Burundi,01-01-1986,81.074766355,,25680,1274,9.537740855,,,,,,,,196.328115265,1.675675676,16.980337547,,,,,,,,,,,,0,,2.805413158,1201725497.06578,,,,,,,,,,,47.762,17.269,48.164,5041706,4768597,,,
94.379992590,Burundi,01-01-1987,81.269470405,,25680,1274,12.725993560,,,,,,,,200.847702492,7.113237640,15.963391073,,,,,,,,,,,,0,,2.649139912,1131466494.01101,,,,,,,,,,,47.474,17.569,47.516,5157769,4867902,,,
94.170005159,Burundi,01-01-1988,81.464174455,,25680,1274,11.714616620,,,,,,,,205.289719626,4.486797697,8.221738111,,,,,,,,,,,,0,,3.145245149,1082403219.48787,,,,,,,,,,,47.248,20.561,43.04,5271840,4964492,,,
93.953008515,Burundi,01-01-1989,81.269470405,,25680,1274,9.689230112,,,,,,,,209.256113707,11.661599848,-2.402625005,,,,,,,,,,,,0,,3.349522133,1113924130.41149,,,,,,,,,,,46.912,18.639,45.62,5373697,5048750,,,
93.728993782,Burundi,01-01-1990,81.074766355,10.766355140,25680,1274,12.887815640,,,,94.64,,187.6,1507.640349,213.543341121,7.002169567,5.997142468,,,,,,,,,,,,0,,3.448712473,1132101252.51817,,,,,,,3.359329939,,,,46.545,19.067,44.86,5483793,5139904,,,
93.545002635,Burundi,01-01-1991,80.880062305,10.444937695,25680,1274,14.302621813,,,,93.5,,229.6,1568.833158,217.867133956,8.996938735,8.348477598,,,88.793664876,15.142662979,23.025701045,,,,,,,0,,3.786270865,1167398478.3459,,,,,,,3.493659973,,,,46.128,19.393,44.227,5594828,5233682,,,
93.362992190,Burundi,01-01-1992,81.074766355,10.123520249,25680,1274,14.293906112,,,,94.27,,201.2,1563.647567,223.640381620,1.823333333,7.833429517,,,103.991579904,15.122783963,27.691933127,,,,,,,0,,3.595637948,1083037670.60484,,,,,,,3.805850029,,,33.3,45.702,19.519,43.895,5743085,5361916,,,
93.176993890,Burundi,01-01-1993,80.880062305,9.802102804,25680,1274,13.794027974,,,,93.98,,210.6,1545.279176,216.324766355,9.679346581,5.591120353,,,117.630979428,14.928916309,28.254059021,,,,,,,0,,3.720275820,938632612.026359,,,,,,,,,,,46.026,24.9,37.105,5555220,5176187,,,
92.985993862,Burundi,01-01-1994,80.724299065,9.480685358,25680,1274,11.767044448,,,,93.94,,210.6,1442.494285,217.539252336,14.852814983,7.090833434,,,117.012589934,15.616054773,25.183016927,,,,,,,0,,3.921111198,925030590.153683,,,,,,,4.565269947,,,,39.132,18.937,44.08,5586408,5194577,,,
92.788999699,Burundi,01-01-1995,79.322429907,9.159267913,25680,1274,9.974206236,,,,93.73,,216.9,1491.162194,231.027375389,19.263253638,-0.727268465,,,128.919219060,16.678206578,23.627559374,,,,,,,0,,4.209072899,1000428393.88528,,,,,,,5.015110016,,,,44.504,18.823,44.059,5932783,5504970,,,
92.588003016,Burundi,01-01-1996,77.609034268,8.837850467,25680,1274,5.625679576,-0.680634856,0.340506971,,93.49,,223.3,1492.285426,230.938746106,26.436781609,,,,144.097681490,13.438996579,22.715697453,-1.662423134,0.187617555,,,,,0.000803592,,5.856884919,869033856.317093,-2.116748810,0.474807203,-1.416120291,0.320348233,-1.641464949,0.358660489,4.083240032,,,,43.858,18.599,44.373,5930507,5490938,-1.549572229,0.261457115,
92.381996745,Burundi,01-01-1997,76.012461059,8.516433022,25680,1274,4.106320510,,,,93.39,,226.2,1540.330358,230.679984424,31.111589832,,,,134.247082847,11.420361727,,,,,,,,0.007979439,,6.359652961,972896267.915425,,,,,,,,,,,41.867,17.626,45.387,5923862,5472582,,,
92.170002021,Burundi,01-01-1998,74.493769470,8.195015576,25680,1274,5.124437777,-0.681749761,0.324012995,3.9,93.25,,232.5,1566.03269,235.021028037,12.500410765,3.543673658,,,151.277211394,14.347658671,22.078285857,-1.601484895,0.302315533,,,,,0.015842776,,6.572272507,893770740.207416,-2.297532320,0.435220897,-1.378785610,0.296366185,-1.575171113,0.392262578,,,,42.3,41.346,16.646,46.552,6035340,5562773,-1.442877650,0.256089628,
91.964004285,Burundi,01-01-1999,73.481308411,7.873598131,25680,1274,3.628025188,,,2.070949316,93.75,,233.8,1602.522949,240.661214953,3.385424273,0.245048218,,,162.561440492,13.597441809,20.647628458,,,,,,,0.039204469,,6.257643657,808077223.365746,,,,,,,3.417449951,,,,42.005,15.965,47.528,6180180,5683541,,,
91.753993042,Burundi,01-01-2000,72.702492212,7.552180685,25680,1218,5.353733076,-0.824704230,0.346905559,2.538277864,93.23,,262.6,1659.560708,245.625350467,24.432024210,-16.679197536,,,,,,-1.412281871,0.331546426,,,,,0.077248447,,4.862402213,870486065.883137,-2.014070749,0.453906059,-1.568517089,0.291758239,-1.136425018,0.416249961,2.645479918,1.46507239,,,42.473,15.907,47.514,6307659,5787529,-1.489835978,0.235382617,
91.539005115,Burundi,01-01-2001,72.079439252,7.552180685,25680,1274,4.956009711,,,2.832107544,94.84,,210.2,1639.972123,251.780724299,9.296187713,2.732903688,,,,,,,,,,,,0.106001245,,6.071737158,876794723.068586,,,,,,,2.903909922,1.69244206,,,42.882,15.316,48.431,6465729,5918664,,,
91.317996949,Burundi,01-01-2002,71.417445483,7.552180685,25680,1274,6.081965039,-0.759896934,0.352838129,3.117390394,94.65,,218.1,1629.591737,258.915031153,-1.365680053,18.252036306,,,,,,-1.502607822,0.259350628,,,,,0.118228412,,5.441678859,825394519.423728,-2.284772396,0.436297506,-1.398002028,0.290119261,-1.214292169,0.301608980,3.004930019,1.5355022,,,43.807,14.501,49.891,6648938,6071677,-1.164891243,0.178090990,
91.092002357,Burundi,01-01-2003,71.378504673,7.552180685,25680,1274,6.700973259,-0.874153018,0.270214707,3.401133537,95.76,,171.2,1616.499052,267.166900312,10.647464566,5.614402302,,,,,,-1.490272999,0.298997641,,,,,0.201273197,,5.533435389,784654423.620476,-2.244831324,0.349641562,-1.484030128,0.288294584,-1.201606750,0.235744685,,1.35508084,,,44.485,13.984,50.857,6860846,6249682,-1.177996397,0.180878609,
90.861001818,Burundi,01-01-2004,71.962616822,7.552180685,25680,1274,11.188312883,-0.978404880,0.234241724,3.690343857,96.04,,159.6,1675.793567,277.277881620,8.176429375,4.514521187,,,,,,-1.238428354,0.220771551,,,,,0.349060462,,4.903266843,915257323.3961,-2.522759676,0.330648333,-1.479950547,0.256204545,-1.191961408,0.209878117,3.744960070,2.3681941,,,45.297,13.369,52.01,7120496,6469754,-1.281000972,0.187085792,
90.624999154,Burundi,01-01-2005,70.833333333,7.552180685,25680,1274,15.116946582,-0.957180440,0.220531151,3.207317073,96.01,,161,1734.091681,287.728738318,13.252069919,-0.333712700,,,,,,-1.242520928,0.223866954,,,,,0.542142866,,4.436190041,1117113079.73645,-1.523378015,0.332869828,-1.128466725,0.195470080,-1.337775469,0.161595002,3.632159948,2.06248069,,,46.03,12.841,53.023,7388874,6696167,-0.634234488,0.180518955,
90.383001728,Burundi,01-01-2006,70.950155763,7.552180685,25680,1274,18.589739675,-1.101503611,0.175695390,2.66,95.31,,191.6,1880.290385,298.216121495,2.745420002,13.833187312,,,,,,-1.110876799,0.173911840,,,27.3,,0.65759259,,3.511718452,1273375078.44844,-1.427773476,0.283203155,-0.983238280,0.158444792,-1.189755201,0.167289555,,2.36401582,,33.4,46.38,12.366,53.869,7658190,6921702,-0.723143578,0.137862802,
90.136002917,Burundi,01-01-2007,71.066978193,7.552180685,25680,1274,15.700281680,-1.166984916,0.180760533,4.654745102,95.29,,192.1,1952.851988,309.369509346,8.412062858,7.915110852,,0.200680003,,,,-1.280528307,0.207045496,,,,,0.7,2.29,3.414595248,1356199387.42308,-1.377925158,0.275160819,-1.078666925,0.158047318,-1.228424907,0.165584728,,2.46383238,,,46.525,11.871,54.727,7944609,7160953,-0.714045227,0.131690532,
89.882000829,Burundi,01-01-2008,71.183800623,7.552180685,25680,1274,21.224212362,-1.088232398,0.177625120,4.8,95.15,,198.7,2084.470392,322.356269470,24.406951035,-6.194832540,,0.154170007,,,,-1.135566115,0.197060362,,,,,0.81,,2.720890527,1611835857.04588,-1.636498332,0.276413590,-1.038100004,0.153338894,-1.240296006,0.162006080,5.192900181,1.55913818,,,46.562,11.316,55.71,8278109,7440530,-0.685290635,0.133417249,
89.623997889,Burundi,01-01-2009,71.300623053,7.552180685,25680,1274,12.718035841,-1.132561207,0.182373866,5.386138916,95.18,,198.1,2234.548495,339.149766355,10.555435530,3.274557502,,0.140959993,,,,-1.066739202,0.188241526,,,,,0.9,,,1781455139.85931,-1.271442652,0.283778816,-1.159935355,0.148097321,-1.167749643,0.165809065,6.171949863,2.0807972,,,46.681,10.92,56.388,8709366,7805682,-0.689463794,0.137710467,
89.358003332,Burundi,01-01-2010,71.378504673,7.552180685,25680,1274,12.196008308,-1.168900132,0.180070043,5.3,92.58,,323.3,2560.792699,355.397390966,6.493265915,3.554153982,,0.137189999,,,,-1.124709845,0.196730897,0.342875510,,,,1,,,2032135192.01248,-1.625959396,0.273786128,-1.205401063,0.147758096,-1.122368693,0.159789994,6.775249958,1.9852922,,,46.691,10.538,57.081,9126605,8155352,-0.942692876,0.137585029,
89.085002717,Burundi,01-01-2011,71.690031153,8.219626168,25680,1274,14.515185839,-1.208371162,0.171176791,6.155723095,91.66,,359.3,2782.874151,368.213901869,9.592166060,4.492486953,,,,,,-1.084920645,0.197617024,,,,,1.11,,,2235820809.32006,-1.807200432,0.267185330,-1.153804302,0.143128797,-1.020373702,0.163416401,6.319250107,3.47107577,,,45.583,10.094,57.769,9455733,8423640,-0.927631795,0.136046201,
88.805999176,Burundi,01-01-2012,72.429906542,8.887071651,25680,1274,13.017310891,-1.468606353,0.167311057,6.5,91.47,,364.2,2863.239604,381.443886293,18.161045307,0.022685619,,0.107019998,,,,-1.309405923,0.191187039,,,,,1.219999945,1.61,2.527177708,2333341334.45753,-1.704738140,0.236767888,-1.083929777,0.139028937,-0.952941537,0.182507113,6.167779922,2.66949105,,,44.413,9.625,58.493,9795479,8698973,-0.894518375,0.128496498,5.104395609
88.518004248,Burundi,01-01-2013,73.481308411,9.554517134,25680,1274,14.895127068,-1.426113844,0.166183755,6.9,91.11,,366.4,3244.959156,395.232749221,7.937958075,6.664371597,,,,,,-1.070221066,0.171986401,,,,,1.264218111,,2.482413115,2451606632.29246,-1.350277543,0.242341712,-1.076438308,0.137999058,-0.900794625,0.182088539,5.995399952,1.54086971,64.8,38.6,43.402,9.178,59.235,10149577,8984203,-0.953051269,0.121338785,5.123365973
88.223999570,Burundi,01-01-2014,74.532710280,10.221962617,25680,1274,12.617983730,-1.267834663,0.169625878,7,91.31,,364.8,3242.800609,408.680412773,4.405352342,9.840570485,,,,,,-1.150710464,0.182684958,,,10.1,,1.4,2.565735,2.297945591,2705783329.80483,-0.784407139,0.207291052,-0.970426798,0.148488119,-0.733122706,0.183876052,6.784520149,2.78679872,,,42.356,8.798,59.868,10494913,9259032,-1.042564631,0.132534891,5.374032418
87.921999398,Burundi,01-01-2015,75.584112150,10.889408100,25680,1274,9.216008022,-1.286792040,0.162907302,7.890114784,91.18,,366.8,3247.309761,417.723831776,5.544688913,-4.937060845,,,,,,-1.236774683,0.174996138,,,,,2,,2.131319915,3104003546.26497,-1.937446117,0.213819772,-1.185967684,0.147942051,-0.755148113,0.174020797,6.371339798,2.4195447,,,41.321,8.553,60.217,10727148,9431523,-1.272041440,0.131879121,4.297507394
87.612001364,Burundi,01-01-2016,76.635514019,10.889408100,25680,1274,10.874404672,-1.278321862,0.166243926,8.477998734,89.58,,442,3668.841788,424.584384735,5.557689614,13.137307708,,,,,,-1.483549237,0.174763292,,,,50.135,2.2,2.509776,2.243163864,2644487776.50077,-1.964375138,0.219450057,-1.484841824,0.164192200,-0.854655147,0.176588982,4.691999912,2.34577584,,,39.479,8.18,60.793,10903327,9552623,-1.555478096,0.128070310,5.823910178
87.293996832,Burundi,01-01-2017,77.686915888,10.889408100,25680,1274,12.325626445,-1.319237590,0.164940357,9.3,88.19,,529.1,4289.286314,434.407827103,16.052535303,3.003596780,,,,,,-1.382489681,0.182878509,0.38,,,54.162083333,2.660748535,,2.002709903,2723586962.84034,-2.002573967,0.228199601,-1.414995790,0.155869812,-0.871142566,0.179473728,4.762020111,2.1146853,,,38.124,7.772,61.553,11155593,9738163,-1.575841904,0.129273191,
86.968002358,Burundi,01-01-2018,78.738317757,10.889408100,25680,1274,12.526248386,-1.478066683,0.157380179,9.509292603,85.65,,664.9,4518.56764,447.565109034,-2.814698077,18.157675757,,0.213119999,,,,-1.449707508,0.178277820,0.389574796,,,54.494166667,2.7,2.06,2.149419566,2667182199.51333,-1.570218563,0.225225404,-1.513906837,0.149668321,-1.009911776,0.175995961,5.078649998,2.16288042,,,37.011,7.648,61.688,11493472,9995643,-1.669483781,0.135234967,
86.633998712,Burundi,01-01-2019,79.789719626,10.889408100,25680,1274,,-1.496806622,0.161937028,9.839400291,84.84,,707.4,4215.238066,462.415809969,-0.686772171,13.565902394,,,,,,-1.374779701,0.189522445,,166,,50.913333333,2.731443388,,2.807816811,2576518879.82353,-1.624993443,0.243729904,-1.453600526,0.152034909,-0.991803586,0.176391497,5.346684456,2.39167857,,,36.323,7.352,62.351,11874838,10287647,-1.723770499,0.126688689,
86.291997685,Burundi,01-01-2020,80.841121495,10.889408100,25680,1274,,-1.562949181,0.165560722,9.1,83.52,,713.466,4102.678292,475.865537383,7.321106434,5.877798672,,,,,,-1.302272558,0.210117549,0.386170626,,,49.67625,3.787954422,,2.185913284,2649680261.43998,-1.542314768,0.247393817,-1.339616895,0.146900311,-1.061771870,0.185804695,5.321585178,2.40413046,,37.5,35.603,7.562,61.566,12220227,10545078,-1.526869416,0.129375175,
85.941996204,Burundi,01-01-2021,81.892523364,10.889408100,25680,,,-1.599391341,0.186555386,10.233827591,83.25,,,,488.754400312,8.404538451,4.000870677,,,,,,-1.357401729,0.227250606,,,,47.5375,5.804921577,,2.043009763,2775798697.47186,-1.258357525,0.248921230,-1.312593341,0.159726620,-1.001987100,0.180836976,4.871141911,,,,34.842,7.474,61.663,12551213,10786763,-1.402987719,0.129182488,
